order_id,customer_id,product_id,order_date,quantity,unit_price,discount_rate,discount_amount,final_unit_price,total_amount,total_cost,gross_profit,payment_method,order_status,sales_channel,warehouse,is_returned
787,140,26,2023-05-28,1,449,5,22.45,426.55,426.55,262.22,164.33,PayPal,Delivered,Mobile App,MDW2 - Chicago IL,N
788,49,78,2023-06-19,10,23,20,4.6,18.4,184.0,143.3,40.7,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
789,104,75,2024-11-15,3,12,0,0.0,12.0,36.0,17.49,18.51,Gift Card,Cancelled,Alexa,JFK8 - New York NY,N
790,59,27,2024-08-17,1,199,0,0.0,199.0,199.0,124.32,74.68,Debit Card,Returned,Mobile App,MDW2 - Chicago IL,Y
791,49,55,2023-03-06,3,19,10,1.9,17.1,51.3,34.17,17.13,PayPal,Shipped,Website,JFK8 - New York NY,N
792,148,17,2024-10-20,1,89,10,8.9,80.1,80.1,47.71,32.39,PayPal,Returned,Website,DAL7 - Dallas TX,Y
793,109,52,2023-09-06,3,17,10,1.7,15.3,45.9,23.04,22.86,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
794,40,43,2024-03-11,2,49,10,4.9,44.1,88.2,61.42,26.78,Credit Card,Cancelled,Website,ATL6 - Atlanta GA,N
795,99,25,2024-07-13,1,499,5,24.95,474.05,474.05,283.08,190.97,Credit Card,Processing,Website,SEA6 - Seattle WA,N
796,142,23,2024-09-27,1,149,5,7.45,141.55,141.55,79.92,61.63,Credit Card,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
797,73,27,2022-05-24,1,199,5,9.95,189.05,189.05,124.32,64.73,Credit Card,Shipped,Website,MDW2 - Chicago IL,N
798,106,51,2024-05-06,1,18,0,0.0,18.0,18.0,8.89,9.11,Credit Card,Shipped,Third-Party Marketplace,JFK8 - New York NY,N
799,34,27,2024-08-30,1,199,10,19.9,179.1,179.1,124.32,54.78,Debit Card,Delivered,Website,JFK8 - New York NY,N
800,129,59,2022-10-20,1,18,0,0.0,18.0,18.0,9.67,8.33,PayPal,Shipped,Mobile App,JFK8 - New York NY,N
801,135,43,2024-07-31,4,49,15,7.35,41.65,166.6,122.84,43.76,Credit Card,Shipped,Website,SEA6 - Seattle WA,N
802,117,45,2023-09-02,2,44,5,2.2,41.8,83.6,44.38,39.22,PayPal,Delivered,Alexa,DAL7 - Dallas TX,N
803,64,23,2024-07-26,4,149,5,7.45,141.55,566.2,319.68,246.52,Amazon Pay,Delivered,Mobile App,ONT8 - Ontario CA,N
804,101,6,2023-07-15,1,399,10,39.9,359.1,359.1,237.58,121.52,Debit Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
805,179,28,2022-09-06,4,349,0,0.0,349.0,1396.0,898.56,497.44,Credit Card,Cancelled,Website,MDW2 - Chicago IL,N
806,105,58,2022-04-02,1,22,0,0.0,22.0,22.0,10.22,11.78,Credit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
807,119,49,2023-02-03,1,29,5,1.45,27.55,27.55,16.98,10.57,Credit Card,Delivered,Website,JFK8 - New York NY,N
808,84,60,2023-05-12,1,17,0,0.0,17.0,17.0,10.58,6.42,Debit Card,Processing,Mobile App,MDW2 - Chicago IL,N
809,42,22,2022-12-29,3,129,5,6.45,122.55,367.65,179.34,188.31,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
810,172,2,2024-01-04,2,849,0,0.0,849.0,1698.0,781.9,916.1,Amazon Pay,Delivered,Alexa,ATL6 - Atlanta GA,N
811,56,57,2024-12-06,2,14,15,2.1,11.9,23.8,15.4,8.4,Amazon Pay,Processing,Alexa,DAL7 - Dallas TX,N
812,177,40,2022-04-10,1,19,5,0.95,18.05,18.05,9.98,8.07,Amazon Pay,Returned,Third-Party Marketplace,MDW2 - Chicago IL,Y
813,62,26,2022-01-30,1,449,5,22.45,426.55,426.55,262.22,164.33,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
814,25,22,2024-11-15,2,129,0,0.0,129.0,258.0,119.56,138.44,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
815,160,27,2024-05-26,4,199,0,0.0,199.0,796.0,497.28,298.72,Credit Card,Delivered,Website,JFK8 - New York NY,N
816,4,52,2023-03-12,2,17,0,0.0,17.0,34.0,15.36,18.64,Credit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
817,160,48,2024-04-21,1,19,10,1.9,17.1,17.1,9.86,7.24,Debit Card,Delivered,Third-Party Marketplace,ONT8 - Ontario CA,N
818,183,69,2022-12-18,3,9,15,1.35,7.65,22.95,14.91,8.04,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
819,179,50,2022-09-30,2,39,20,7.8,31.2,62.4,43.32,19.08,Amazon Pay,Delivered,Alexa,MDW2 - Chicago IL,N
820,171,62,2024-07-08,1,195,0,0.0,195.0,195.0,99.04,95.96,Amazon Pay,Delivered,Website,ATL6 - Atlanta GA,N
821,181,2,2022-09-12,1,849,5,42.45,806.55,806.55,390.95,415.6,Amazon Pay,Delivered,Mobile App,ATL6 - Atlanta GA,N
822,21,8,2023-02-18,1,49,0,0.0,49.0,49.0,31.84,17.16,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
823,154,57,2023-07-24,2,14,0,0.0,14.0,28.0,15.4,12.6,PayPal,Delivered,Website,DAL7 - Dallas TX,N
824,166,37,2023-11-10,3,59,0,0.0,59.0,177.0,86.07,90.93,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
825,64,29,2023-10-21,2,449,0,0.0,449.0,898.0,467.26,430.74,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
826,18,25,2023-02-23,1,499,20,99.8,399.2,399.2,283.08,116.12,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
827,61,65,2023-09-30,1,30,5,1.5,28.5,28.5,16.12,12.38,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
828,64,39,2023-02-17,1,45,0,0.0,45.0,45.0,21.08,23.92,PayPal,Delivered,Website,MDW2 - Chicago IL,N
829,102,49,2024-10-31,1,29,0,0.0,29.0,29.0,16.98,12.02,Debit Card,Processing,Website,DAL7 - Dallas TX,N
830,6,49,2023-09-07,1,29,0,0.0,29.0,29.0,16.98,12.02,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
831,98,60,2024-09-11,1,17,0,0.0,17.0,17.0,10.58,6.42,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
832,49,1,2024-02-06,1,999,10,99.9,899.1,899.1,514.24,384.86,Gift Card,Shipped,Third-Party Marketplace,SEA6 - Seattle WA,N
833,96,50,2022-05-26,1,39,5,1.95,37.05,37.05,21.66,15.39,Credit Card,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
834,145,21,2023-06-07,1,99,0,0.0,99.0,99.0,51.96,47.04,Amazon Pay,Returned,Website,SEA6 - Seattle WA,Y
835,126,48,2024-05-18,2,19,5,0.95,18.05,36.1,19.72,16.38,Credit Card,Returned,Website,MDW2 - Chicago IL,Y
836,162,4,2023-06-20,2,1099,10,109.9,989.1,1978.2,1198.46,779.74,Gift Card,Processing,Website,JFK8 - New York NY,N
837,155,75,2022-01-26,5,12,10,1.2,10.8,54.0,29.15,24.85,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
838,102,76,2023-01-22,5,19,0,0.0,19.0,95.0,51.55,43.45,Credit Card,Cancelled,Website,SEA6 - Seattle WA,N
839,78,65,2024-02-23,5,30,5,1.5,28.5,142.5,80.6,61.9,Amazon Pay,Processing,Mobile App,SEA6 - Seattle WA,N
840,23,14,2023-12-07,2,129,10,12.9,116.1,232.2,139.52,92.68,Credit Card,Returned,Website,SEA6 - Seattle WA,Y
841,102,40,2024-10-04,1,19,0,0.0,19.0,19.0,9.98,9.02,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
842,107,37,2024-02-07,2,59,0,0.0,59.0,118.0,57.38,60.62,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
843,29,58,2023-02-16,2,22,0,0.0,22.0,44.0,20.44,23.56,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
844,105,57,2022-12-07,2,14,5,0.7,13.3,26.6,15.4,11.2,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
845,88,4,2022-07-26,2,1099,0,0.0,1099.0,2198.0,1198.46,999.54,Credit Card,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
846,150,6,2022-01-15,1,399,0,0.0,399.0,399.0,237.58,161.42,Debit Card,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
847,125,61,2023-11-21,3,599,5,29.95,569.05,1707.15,1014.72,692.43,PayPal,Delivered,Third-Party Marketplace,JFK8 - New York NY,N
848,93,52,2023-12-31,1,17,0,0.0,17.0,17.0,7.68,9.32,PayPal,Cancelled,Website,SEA6 - Seattle WA,N
849,103,18,2024-12-22,1,79,0,0.0,79.0,79.0,40.91,38.09,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
850,116,80,2024-11-20,2,18,10,1.8,16.2,32.4,19.38,13.02,Credit Card,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
851,5,47,2023-10-29,4,199,20,39.8,159.2,636.8,401.68,235.12,Credit Card,Processing,Mobile App,SEA6 - Seattle WA,N
852,157,11,2024-09-02,1,1399,15,209.85,1189.15,1189.15,799.75,389.4,PayPal,Cancelled,Third-Party Marketplace,SEA6 - Seattle WA,N
853,99,38,2024-12-01,2,119,10,11.9,107.1,214.2,110.42,103.78,PayPal,Cancelled,Mobile App,ONT8 - Ontario CA,N
854,33,64,2024-08-14,3,12,0,0.0,12.0,36.0,22.2,13.8,Debit Card,Delivered,Website,SEA6 - Seattle WA,N
855,139,31,2022-07-03,1,150,0,0.0,150.0,150.0,92.92,57.08,Buy Now Pay Later,Delivered,Website,MDW2 - Chicago IL,N
856,99,36,2024-09-02,1,180,0,0.0,180.0,180.0,114.18,65.82,Amazon Pay,Cancelled,Mobile App,ATL6 - Atlanta GA,N
857,163,63,2023-04-04,1,15,5,0.75,14.25,14.25,9.65,4.6,Amazon Pay,Cancelled,Mobile App,SEA6 - Seattle WA,N
858,88,49,2024-02-21,4,29,5,1.45,27.55,110.2,67.92,42.28,PayPal,Processing,Third-Party Marketplace,DAL7 - Dallas TX,N
859,60,29,2022-08-17,1,449,0,0.0,449.0,449.0,233.63,215.37,Amazon Pay,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
860,30,74,2024-02-18,1,25,10,2.5,22.5,22.5,15.05,7.45,Credit Card,Processing,Website,ATL6 - Atlanta GA,N
861,49,50,2024-01-18,5,39,5,1.95,37.05,185.25,108.3,76.95,Gift Card,Returned,Website,SEA6 - Seattle WA,Y
862,155,76,2024-08-01,1,19,0,0.0,19.0,19.0,10.31,8.69,PayPal,Delivered,Website,JFK8 - New York NY,N
863,128,59,2022-03-12,1,18,0,0.0,18.0,18.0,9.67,8.33,Credit Card,Processing,Third-Party Marketplace,ONT8 - Ontario CA,N
864,71,74,2024-10-10,1,25,10,2.5,22.5,22.5,15.05,7.45,Buy Now Pay Later,Delivered,Website,MDW2 - Chicago IL,N
865,40,27,2023-04-06,3,199,15,29.85,169.15,507.45,372.96,134.49,Credit Card,Processing,Alexa,JFK8 - New York NY,N
866,125,51,2022-11-23,1,18,10,1.8,16.2,16.2,8.89,7.31,Debit Card,Cancelled,Website,SEA6 - Seattle WA,N
867,122,45,2024-12-17,3,44,0,0.0,44.0,132.0,66.57,65.43,Credit Card,Returned,Third-Party Marketplace,SEA6 - Seattle WA,Y
868,141,51,2022-04-21,1,18,5,0.9,17.1,17.1,8.89,8.21,Amazon Pay,Returned,Mobile App,JFK8 - New York NY,Y
869,148,18,2022-10-24,1,79,5,3.95,75.05,75.05,40.91,34.14,PayPal,Delivered,Website,SEA6 - Seattle WA,N
870,3,47,2022-10-30,2,199,5,9.95,189.05,378.1,200.84,177.26,Buy Now Pay Later,Delivered,Mobile App,JFK8 - New York NY,N
871,15,13,2022-04-18,1,99,0,0.0,99.0,99.0,52.09,46.91,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
872,39,52,2024-03-23,1,17,0,0.0,17.0,17.0,7.68,9.32,Amazon Pay,Shipped,Third-Party Marketplace,SEA6 - Seattle WA,N
873,191,49,2022-07-03,3,29,20,5.8,23.2,69.6,50.94,18.66,PayPal,Returned,Mobile App,MDW2 - Chicago IL,Y
874,162,57,2022-06-19,1,14,0,0.0,14.0,14.0,7.7,6.3,Amazon Pay,Delivered,Third-Party Marketplace,JFK8 - New York NY,N
875,6,76,2023-07-15,2,19,5,0.95,18.05,36.1,20.62,15.48,Credit Card,Processing,Mobile App,DAL7 - Dallas TX,N
876,124,56,2023-10-29,1,17,0,0.0,17.0,17.0,8.94,8.06,Gift Card,Delivered,Mobile App,JFK8 - New York NY,N
877,104,3,2024-12-21,1,1299,10,129.9,1169.1,1169.1,721.23,447.87,Debit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
878,167,16,2022-08-29,3,49,0,0.0,49.0,147.0,91.23,55.77,Debit Card,Delivered,Website,ATL6 - Atlanta GA,N
879,115,41,2023-02-27,1,39,0,0.0,39.0,39.0,18.78,20.22,Credit Card,Processing,Website,ONT8 - Ontario CA,N
880,22,16,2022-12-18,2,49,5,2.45,46.55,93.1,60.82,32.28,Gift Card,Delivered,Website,MDW2 - Chicago IL,N
881,12,67,2024-12-29,4,54,0,0.0,54.0,216.0,114.28,101.72,Debit Card,Shipped,Mobile App,ATL6 - Atlanta GA,N
882,91,78,2022-07-22,2,23,0,0.0,23.0,46.0,28.66,17.34,Credit Card,Processing,Website,JFK8 - New York NY,N
883,77,28,2023-03-19,5,349,5,17.45,331.55,1657.75,1123.2,534.55,Credit Card,Processing,Mobile App,DAL7 - Dallas TX,N
884,20,71,2022-12-01,1,22,0,0.0,22.0,22.0,13.1,8.9,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
885,178,19,2023-07-06,2,249,0,0.0,249.0,498.0,265.54,232.46,Amazon Pay,Cancelled,Website,MDW2 - Chicago IL,N
886,145,66,2022-11-11,2,38,0,0.0,38.0,76.0,40.82,35.18,PayPal,Delivered,Website,ATL6 - Atlanta GA,N
887,64,10,2024-04-13,1,149,0,0.0,149.0,149.0,69.24,79.76,Amazon Pay,Delivered,Website,MDW2 - Chicago IL,N
888,200,35,2023-07-15,1,149,10,14.9,134.1,134.1,67.91,66.19,Credit Card,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
889,27,16,2023-09-20,1,49,5,2.45,46.55,46.55,30.41,16.14,PayPal,Processing,Website,MDW2 - Chicago IL,N
890,180,74,2022-07-22,3,25,10,2.5,22.5,67.5,45.15,22.35,Credit Card,Cancelled,Third-Party Marketplace,DAL7 - Dallas TX,N
891,47,45,2024-12-24,3,44,10,4.4,39.6,118.8,66.57,52.23,PayPal,Shipped,Website,ATL6 - Atlanta GA,N
892,33,34,2022-11-15,1,35,0,0.0,35.0,35.0,20.01,14.99,Credit Card,Processing,Mobile App,MDW2 - Chicago IL,N
893,14,48,2024-05-06,2,19,0,0.0,19.0,38.0,19.72,18.28,Credit Card,Processing,Third-Party Marketplace,DAL7 - Dallas TX,N
894,129,37,2023-04-14,1,59,0,0.0,59.0,59.0,28.69,30.31,PayPal,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
895,198,41,2022-06-07,3,39,5,1.95,37.05,111.15,56.34,54.81,Gift Card,Returned,Website,ONT8 - Ontario CA,Y
896,22,37,2022-01-22,2,59,5,2.95,56.05,112.1,57.38,54.72,Debit Card,Cancelled,Mobile App,SEA6 - Seattle WA,N
897,35,62,2024-12-26,1,195,10,19.5,175.5,175.5,99.04,76.46,Debit Card,Processing,Mobile App,SEA6 - Seattle WA,N
898,2,55,2023-05-16,2,19,10,1.9,17.1,34.2,22.78,11.42,Amazon Pay,Cancelled,Third-Party Marketplace,ATL6 - Atlanta GA,N
899,176,78,2022-12-12,1,23,0,0.0,23.0,23.0,14.33,8.67,PayPal,Processing,Mobile App,JFK8 - New York NY,N
900,45,10,2023-12-25,1,149,0,0.0,149.0,149.0,69.24,79.76,Debit Card,Cancelled,Website,MDW2 - Chicago IL,N
901,29,44,2022-08-30,4,299,0,0.0,299.0,1196.0,718.68,477.32,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
902,189,73,2024-11-21,1,14,15,2.1,11.9,11.9,6.85,5.05,Credit Card,Returned,Mobile App,ATL6 - Atlanta GA,Y
903,125,8,2023-11-04,1,49,5,2.45,46.55,46.55,31.84,14.71,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
904,48,52,2024-10-04,1,17,0,0.0,17.0,17.0,7.68,9.32,Debit Card,Delivered,Alexa,DAL7 - Dallas TX,N
905,32,63,2023-05-28,1,15,10,1.5,13.5,13.5,9.65,3.85,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
906,47,69,2024-06-17,3,9,0,0.0,9.0,27.0,14.91,12.09,Debit Card,Processing,Website,SEA6 - Seattle WA,N
907,112,1,2023-02-11,1,999,10,99.9,899.1,899.1,514.24,384.86,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
908,191,43,2023-02-12,4,49,0,0.0,49.0,196.0,122.84,73.16,Gift Card,Cancelled,Third-Party Marketplace,ONT8 - Ontario CA,N
909,108,63,2022-09-18,2,15,10,1.5,13.5,27.0,19.3,7.7,Amazon Pay,Delivered,Alexa,ATL6 - Atlanta GA,N
910,186,50,2022-02-13,1,39,20,7.8,31.2,31.2,21.66,9.54,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
911,61,7,2022-01-17,2,139,0,0.0,139.0,278.0,150.56,127.44,Credit Card,Shipped,Mobile App,DAL7 - Dallas TX,N
912,64,80,2023-05-26,1,18,0,0.0,18.0,18.0,9.69,8.31,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
913,64,55,2022-07-31,1,19,5,0.95,18.05,18.05,11.39,6.66,Debit Card,Processing,Website,ATL6 - Atlanta GA,N
914,162,20,2022-03-20,1,399,0,0.0,399.0,399.0,213.61,185.39,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
915,158,26,2024-04-14,1,449,0,0.0,449.0,449.0,262.22,186.78,Amazon Pay,Shipped,Third-Party Marketplace,JFK8 - New York NY,N
916,87,55,2022-04-16,1,19,0,0.0,19.0,19.0,11.39,7.61,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
917,183,54,2023-01-08,1,16,10,1.6,14.4,14.4,8.25,6.15,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
918,74,61,2024-06-01,1,599,10,59.9,539.1,539.1,338.24,200.86,Gift Card,Delivered,Website,MDW2 - Chicago IL,N
919,29,13,2022-09-24,2,99,5,4.95,94.05,188.1,104.18,83.92,Amazon Pay,Delivered,Website,ATL6 - Atlanta GA,N
920,136,78,2023-03-07,1,23,5,1.15,21.85,21.85,14.33,7.52,Credit Card,Processing,Website,SEA6 - Seattle WA,N
921,191,78,2023-01-26,1,23,5,1.15,21.85,21.85,14.33,7.52,Debit Card,Delivered,Website,ATL6 - Atlanta GA,N
922,159,44,2023-02-18,1,299,5,14.95,284.05,284.05,179.67,104.38,Credit Card,Shipped,Website,DAL7 - Dallas TX,N
923,141,33,2023-12-13,4,179,15,26.85,152.15,608.6,437.8,170.8,Debit Card,Cancelled,Mobile App,DAL7 - Dallas TX,N
924,18,62,2024-10-28,1,195,15,29.25,165.75,165.75,99.04,66.71,Credit Card,Returned,Website,JFK8 - New York NY,Y
925,75,6,2023-01-25,5,399,0,0.0,399.0,1995.0,1187.9,807.1,Credit Card,Returned,Mobile App,ATL6 - Atlanta GA,Y
926,20,22,2024-03-10,1,129,0,0.0,129.0,129.0,59.78,69.22,Credit Card,Delivered,Website,JFK8 - New York NY,N
927,147,28,2024-11-16,2,349,0,0.0,349.0,698.0,449.28,248.72,Amazon Pay,Shipped,Mobile App,MDW2 - Chicago IL,N
928,57,38,2022-12-17,2,119,10,11.9,107.1,214.2,110.42,103.78,Debit Card,Delivered,Website,SEA6 - Seattle WA,N
929,38,36,2022-04-16,4,180,0,0.0,180.0,720.0,456.72,263.28,Credit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
930,30,1,2024-01-26,2,999,5,49.95,949.05,1898.1,1028.48,869.62,Gift Card,Delivered,Alexa,MDW2 - Chicago IL,N
931,185,18,2023-10-27,1,79,5,3.95,75.05,75.05,40.91,34.14,Amazon Pay,Cancelled,Website,MDW2 - Chicago IL,N
932,57,36,2022-08-06,1,180,20,36.0,144.0,144.0,114.18,29.82,Amazon Pay,Returned,Third-Party Marketplace,MDW2 - Chicago IL,Y
933,161,78,2023-03-28,2,23,10,2.3,20.7,41.4,28.66,12.74,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
934,40,58,2024-01-25,1,22,5,1.1,20.9,20.9,10.22,10.68,Debit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
935,48,23,2023-01-05,1,149,0,0.0,149.0,149.0,79.92,69.08,Credit Card,Processing,Website,JFK8 - New York NY,N
936,101,78,2024-05-23,1,23,0,0.0,23.0,23.0,14.33,8.67,Gift Card,Delivered,Third-Party Marketplace,ONT8 - Ontario CA,N
937,186,68,2022-01-25,1,10,15,1.5,8.5,8.5,4.94,3.56,Credit Card,Processing,Website,ONT8 - Ontario CA,N
938,196,6,2023-07-03,1,399,15,59.85,339.15,339.15,237.58,101.57,Amazon Pay,Delivered,Website,ONT8 - Ontario CA,N
939,28,70,2022-06-24,2,38,0,0.0,38.0,76.0,47.98,28.02,Debit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
940,42,40,2022-04-25,1,19,0,0.0,19.0,19.0,9.98,9.02,Credit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
941,12,14,2024-04-30,2,129,0,0.0,129.0,258.0,139.52,118.48,Gift Card,Delivered,Website,DAL7 - Dallas TX,N
942,99,19,2024-02-27,1,249,0,0.0,249.0,249.0,132.77,116.23,Amazon Pay,Processing,Third-Party Marketplace,DAL7 - Dallas TX,N
943,44,15,2023-08-01,1,449,15,67.35,381.65,381.65,210.96,170.69,Amazon Pay,Delivered,Website,ONT8 - Ontario CA,N
944,12,78,2023-11-17,1,23,5,1.15,21.85,21.85,14.33,7.52,Amazon Pay,Processing,Website,SEA6 - Seattle WA,N
945,176,39,2022-08-01,2,45,0,0.0,45.0,90.0,42.16,47.84,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
946,183,10,2022-11-01,3,149,10,14.9,134.1,402.3,207.72,194.58,Credit Card,Returned,Website,DAL7 - Dallas TX,Y
947,185,62,2024-05-25,3,195,0,0.0,195.0,585.0,297.12,287.88,Credit Card,Cancelled,Website,JFK8 - New York NY,N
948,47,50,2024-09-12,1,39,5,1.95,37.05,37.05,21.66,15.39,Debit Card,Processing,Mobile App,MDW2 - Chicago IL,N
949,36,32,2024-12-29,1,69,10,6.9,62.1,62.1,32.64,29.46,Debit Card,Shipped,Website,ONT8 - Ontario CA,N
950,149,54,2023-03-26,2,16,15,2.4,13.6,27.2,16.5,10.7,Credit Card,Processing,Website,ONT8 - Ontario CA,N
951,93,72,2022-08-14,1,18,0,0.0,18.0,18.0,8.95,9.05,Credit Card,Delivered,Alexa,JFK8 - New York NY,N
952,76,59,2024-05-12,1,18,10,1.8,16.2,16.2,9.67,6.53,PayPal,Delivered,Website,JFK8 - New York NY,N
953,31,19,2024-05-19,1,249,0,0.0,249.0,249.0,132.77,116.23,Amazon Pay,Delivered,Mobile App,ONT8 - Ontario CA,N
954,123,77,2024-01-19,4,19,0,0.0,19.0,76.0,44.56,31.44,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
955,39,24,2024-12-16,1,649,0,0.0,649.0,649.0,397.42,251.58,Credit Card,Processing,Website,MDW2 - Chicago IL,N
956,114,2,2022-03-07,1,849,0,0.0,849.0,849.0,390.95,458.05,Credit Card,Processing,Website,DAL7 - Dallas TX,N
957,109,59,2024-10-24,2,18,15,2.7,15.3,30.6,19.34,11.26,Credit Card,Delivered,Third-Party Marketplace,MDW2 - Chicago IL,N
958,24,67,2023-03-10,1,54,15,8.1,45.9,45.9,28.57,17.33,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
959,144,78,2024-08-17,3,23,10,2.3,20.7,62.1,42.99,19.11,Amazon Pay,Shipped,Website,DAL7 - Dallas TX,N
960,43,7,2023-02-03,3,139,5,6.95,132.05,396.15,225.84,170.31,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
961,8,31,2022-05-14,1,150,0,0.0,150.0,150.0,92.92,57.08,Credit Card,Delivered,Third-Party Marketplace,JFK8 - New York NY,N
962,142,26,2023-07-06,2,449,0,0.0,449.0,898.0,524.44,373.56,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
963,12,7,2022-01-18,1,139,20,27.8,111.2,111.2,75.28,35.92,Amazon Pay,Cancelled,Third-Party Marketplace,ATL6 - Atlanta GA,N
964,50,41,2022-09-23,3,39,5,1.95,37.05,111.15,56.34,54.81,Credit Card,Processing,Website,SEA6 - Seattle WA,N
965,129,13,2022-02-18,2,99,10,9.9,89.1,178.2,104.18,74.02,Credit Card,Processing,Mobile App,ONT8 - Ontario CA,N
966,75,21,2022-07-11,1,99,0,0.0,99.0,99.0,51.96,47.04,Credit Card,Cancelled,Website,SEA6 - Seattle WA,N
967,168,19,2024-10-24,3,249,0,0.0,249.0,747.0,398.31,348.69,Amazon Pay,Shipped,Mobile App,MDW2 - Chicago IL,N
968,115,17,2024-06-01,1,89,0,0.0,89.0,89.0,47.71,41.29,Amazon Pay,Delivered,Mobile App,JFK8 - New York NY,N
969,54,79,2024-10-15,2,9,20,1.8,7.2,14.4,8.64,5.76,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
970,141,12,2022-12-14,1,699,5,34.95,664.05,664.05,353.0,311.05,Credit Card,Cancelled,Website,MDW2 - Chicago IL,N
971,91,12,2024-08-01,1,699,10,69.9,629.1,629.1,353.0,276.1,Debit Card,Delivered,Website,DAL7 - Dallas TX,N
972,167,18,2024-09-26,4,79,20,15.8,63.2,252.8,163.64,89.16,PayPal,Delivered,Website,ATL6 - Atlanta GA,N
973,175,17,2023-10-05,1,89,0,0.0,89.0,89.0,47.71,41.29,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
974,175,6,2023-05-17,2,399,5,19.95,379.05,758.1,475.16,282.94,Debit Card,Processing,Website,ONT8 - Ontario CA,N
975,75,49,2022-05-30,1,29,0,0.0,29.0,29.0,16.98,12.02,PayPal,Delivered,Mobile App,MDW2 - Chicago IL,N
976,120,60,2024-08-10,2,17,15,2.55,14.45,28.9,21.16,7.74,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
977,197,56,2023-10-12,1,17,0,0.0,17.0,17.0,8.94,8.06,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
978,122,15,2022-11-15,1,449,0,0.0,449.0,449.0,210.96,238.04,Credit Card,Cancelled,Website,ATL6 - Atlanta GA,N
979,9,77,2024-01-11,3,19,0,0.0,19.0,57.0,33.42,23.58,Buy Now Pay Later,Returned,Website,JFK8 - New York NY,Y
980,6,55,2022-06-21,1,19,5,0.95,18.05,18.05,11.39,6.66,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
981,116,54,2023-06-16,2,16,5,0.8,15.2,30.4,16.5,13.9,Credit Card,Delivered,Alexa,DAL7 - Dallas TX,N
982,88,39,2024-05-08,1,45,0,0.0,45.0,45.0,21.08,23.92,Debit Card,Shipped,Mobile App,SEA6 - Seattle WA,N
983,112,46,2022-01-21,4,349,5,17.45,331.55,1326.2,763.8,562.4,PayPal,Shipped,Website,SEA6 - Seattle WA,N
